DATE_TIME,PLANT_ID,SOURCE_KEY,AC_CLEAN,DC_CLEAN,DAILY_YIELD_CLEAN,TOTAL_YIELD_CLEAN,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION_CLEAN,NUM_OPT,NUM_SUBOPT
2020-05-15 00:00:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,25.184316133333333,22.8575074,0.0,2,19
2020-05-15 00:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,25.08458866666667,22.761667866666663,0.0,3,18
2020-05-15 00:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.935752600000004,22.59230553333333,0.0,3,18
2020-05-15 00:45:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.8461304,22.36085213333333,0.0,4,17
2020-05-15 01:00:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.621525357142858,22.165422642857145,0.0,2,20
2020-05-15 01:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.5360922,21.968570866666667,0.0,1,20
2020-05-15 01:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.638673866666664,22.352925666666668,0.0,2,19
2020-05-15 01:45:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.87302233333333,23.1609192,0.0,3,19
2020-05-15 02:00:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.936930466666663,23.026113,0.0,2,19
2020-05-15 02:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,25.0122476,23.343229266666665,0.0,3,18
2020-05-15 02:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,25.005149333333332,23.639459266666663,0.0,1,20
2020-05-15 02:45:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.993019533333328,24.0394858,0.0,2,19
2020-05-15 03:00:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,25.016309428571425,24.384135571428573,0.0,1,20
2020-05-15 03:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.985215266666664,24.35150773333333,0.0,4,17
2020-05-15 03:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.93773193333333,24.060296533333336,0.0,4,17
2020-05-15 03:45:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.87909953333333,23.709794133333336,0.0,3,18
2020-05-15 04:00:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.6789022,22.58994153333333,0.0,4,17
2020-05-15 04:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.3519308,21.78364253333333,0.0,5,17
2020-05-15 04:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.0626222,21.85252493333333,0.0,0,22
2020-05-15 04:45:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.013224200000003,22.306315,0.0,4,18
2020-05-15 05:00:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.1771058,22.551908466666664,0.0,4,18
2020-05-15 05:15:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.304888,22.979492071428577,0.0,3,18
2020-05-15 05:30:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.328727266666665,23.452380466666668,0.0,4,17
2020-05-15 05:45:00,4135001,1IF53ai7Xc0U56Y,0.0,0.0,0.0,6183645.0,24.28921113333333,23.09669193333333,0.0,1,20
2020-05-15 06:00:00,4135001,1IF53ai7Xc0U56Y,5.1625,53.5,,6183645.0,24.088446066666663,22.2067566,0.0058869571866666,3,18
2020-05-15 06:15:00,4135001,1IF53ai7Xc0U56Y,30.01428571,310.5714286,3.0,6183648.0,24.01163526666667,22.35345866666667,0.0222816074666666,0,21
2020-05-15 06:30:00,4135001,1IF53ai7Xc0U56Y,69.2,713.5,15.5,6183660.5,23.976731266666665,22.893282,0.0494097238666666,2,20
2020-05-15 06:45:00,4135001,1IF53ai7Xc0U56Y,130.1428571,1334.285714,39.14285714,6183684.143,24.21899,24.442443933333333,0.0953944536,1,21
2020-05-15 07:00:00,4135001,1IF53ai7Xc0U56Y,195.1,1990.375,82.375,6183727.375,24.5373984,27.185652866666665,0.1419404433333333,5,17
2020-05-15 07:15:00,4135001,1IF53ai7Xc0U56Y,207.2714286,2114.285714,131.7142857,6183776.714,24.8159595,28.888477857142853,0.1547126757142856,1,21
2020-05-15 07:30:00,4135001,1IF53ai7Xc0U56Y,203.7125,2078.0,184.625,6183829.625,24.988789866666668,29.6056438,0.1487991533333333,2,20
2020-05-15 07:45:00,4135001,1IF53ai7Xc0U56Y,210.0714286,2142.714286,233.7142857,6183878.714,25.21618033333333,29.547110933333336,0.1447934189333333,1,21
2020-05-15 08:00:00,4135001,1IF53ai7Xc0U56Y,275.4625,2805.625,292.5,6183937.5,25.41951306666667,31.412544733333327,0.2016386213333333,2,20
2020-05-15 08:15:00,4135001,1IF53ai7Xc0U56Y,447.5,4560.428571,380.0,6184025.0,25.95908213333333,35.5287108,0.3457076533333333,1,21
2020-05-15 08:30:00,4135001,1IF53ai7Xc0U56Y,488.75,4983.625,509.0,6184154.0,26.430782066666666,40.3180586,0.4053485726666666,0,22
2020-05-15 08:45:00,4135001,1IF53ai7Xc0U56Y,504.3428571,5141.857143,617.7142857,6184262.714,26.8318298,39.08195373333332,0.3124267953333332,1,21
2020-05-15 09:00:00,4135001,1IF53ai7Xc0U56Y,805.325,8229.25,804.125,6184449.125,27.6209698,45.0092326,0.6231526486666666,22,0
2020-05-15 09:15:00,4135001,1IF53ai7Xc0U56Y,347.9857143,3541.0,946.5714286,6184591.571,27.988362071428572,46.6177065,0.3448840357142857,1,21
2020-05-15 09:30:00,4135001,1IF53ai7Xc0U56Y,424.1375,4325.5,1029.125,6184674.125,27.516727866666667,39.136326,0.2492484,2,20
2020-05-15 09:45:00,4135001,1IF53ai7Xc0U56Y,751.2714286,7680.714286,1166.571429,6184811.571,27.450107666666668,40.93057693333333,0.5412059773333334,5,17
2020-05-15 10:00:00,4135001,1IF53ai7Xc0U56Y,837.2,8567.0,1390.714286,6185035.714,28.632191866666663,52.5477356,0.670675372,20,2
2020-05-15 10:15:00,4135001,1IF53ai7Xc0U56Y,660.1625,6741.25,1542.625,6185187.625,28.768912733333337,47.633738,0.5722834766666666,5,17
2020-05-15 10:30:00,4135001,1IF53ai7Xc0U56Y,548.2285714,5592.714286,1723.142857,6185368.143,29.35144260000001,49.249723266666656,0.4551483833333333,1,21
2020-05-15 10:45:00,4135001,1IF53ai7Xc0U56Y,480.05,4895.125,1851.75,6185496.75,28.854707866666665,44.048325600000005,0.3619616539999999,2,20
2020-05-15 11:00:00,4135001,1IF53ai7Xc0U56Y,804.9,8230.428571,2014.571429,6185659.571,29.410819333333336,47.68545339999999,0.6365608813333332,20,2
2020-05-15 11:15:00,4135001,1IF53ai7Xc0U56Y,595.925,6082.375,2194.125,6185839.125,30.21606228571428,50.006988571428565,0.5857872135714286,3,19
2020-05-15 11:30:00,4135001,1IF53ai7Xc0U56Y,724.4428571,7405.285714,2377.571429,6186022.571,30.2870728,49.8413636,0.5570693833333333,2,20
2020-05-15 11:45:00,4135001,1IF53ai7Xc0U56Y,778.4875,7959.0,2544.375,6186189.375,30.811049333333333,47.8363832,0.4679868693333333,3,19
