DATE_TIME,PLANT_ID,SOURCE_KEY,AC_CLEAN,DC_CLEAN,DAILY_YIELD_CLEAN,TOTAL_YIELD_CLEAN,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION_CLEAN,NUM_OPT,NUM_SUBOPT
2020-05-15 00:00:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,25.184316133333333,22.8575074,0.0,2,19
2020-05-15 00:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,25.08458866666667,22.761667866666663,0.0,3,18
2020-05-15 00:30:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.935752600000004,22.59230553333333,0.0,3,18
2020-05-15 00:45:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.8461304,22.36085213333333,0.0,4,17
2020-05-15 01:00:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.621525357142858,22.165422642857145,0.0,2,20
2020-05-15 01:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.5360922,21.968570866666667,0.0,1,20
2020-05-15 01:30:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.638673866666664,22.352925666666668,0.0,2,19
2020-05-15 01:45:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.87302233333333,23.1609192,0.0,3,19
2020-05-15 02:00:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.936930466666663,23.026113,0.0,2,19
2020-05-15 02:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,25.0122476,23.343229266666665,0.0,3,18
2020-05-15 02:30:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,25.005149333333332,23.639459266666663,0.0,1,20
2020-05-15 02:45:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.993019533333328,24.0394858,0.0,2,19
2020-05-15 03:00:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,25.016309428571425,24.384135571428573,0.0,1,20
2020-05-15 03:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.985215266666664,24.35150773333333,0.0,4,17
2020-05-15 03:30:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.93773193333333,24.060296533333336,0.0,4,17
2020-05-15 03:45:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.87909953333333,23.709794133333336,0.0,3,18
2020-05-15 04:00:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.6789022,22.58994153333333,0.0,4,17
2020-05-15 04:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.3519308,21.78364253333333,0.0,5,17
2020-05-15 04:30:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.0626222,21.85252493333333,0.0,0,22
2020-05-15 04:45:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.013224200000003,22.306315,0.0,4,18
2020-05-15 05:00:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.1771058,22.551908466666664,0.0,4,18
2020-05-15 05:15:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.304888,22.979492071428577,0.0,3,18
2020-05-15 05:30:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.328727266666665,23.452380466666668,0.0,4,17
2020-05-15 05:45:00,4135001,pkci93gMrogZuBj,0.0,0.0,0.0,7169102.0,24.28921113333333,23.09669193333333,0.0,1,20
2020-05-15 06:00:00,4135001,pkci93gMrogZuBj,3.6,37.375,,7169102.0,24.088446066666663,22.2067566,0.0058869571866666,3,18
2020-05-15 06:15:00,4135001,pkci93gMrogZuBj,29.67142857,307.1428571,2.571428571,7169104.571,24.01163526666667,22.35345866666667,0.0222816074666666,0,21
2020-05-15 06:30:00,4135001,pkci93gMrogZuBj,66.575,687.0,14.25,7169116.25,23.976731266666665,22.893282,0.0494097238666666,2,20
2020-05-15 06:45:00,4135001,pkci93gMrogZuBj,123.1142857,1264.142857,37.14285714,7169139.143,24.21899,24.442443933333333,0.0953944536,1,21
2020-05-15 07:00:00,4135001,pkci93gMrogZuBj,182.475,1861.625,77.875,7169179.875,24.5373984,27.185652866666665,0.1419404433333333,5,17
2020-05-15 07:15:00,4135001,pkci93gMrogZuBj,196.5142857,2004.428571,125.0,7169227.0,24.8159595,28.888477857142853,0.1547126757142856,1,21
2020-05-15 07:30:00,4135001,pkci93gMrogZuBj,191.9375,1958.25,174.5,7169276.5,24.988789866666668,29.6056438,0.1487991533333333,2,20
2020-05-15 07:45:00,4135001,pkci93gMrogZuBj,185.9714286,1897.142857,219.4285714,7169321.429,25.21618033333333,29.547110933333336,0.1447934189333333,1,21
2020-05-15 08:00:00,4135001,pkci93gMrogZuBj,293.575,2989.375,276.375,7169378.375,25.41951306666667,31.412544733333327,0.2016386213333333,2,20
2020-05-15 08:15:00,4135001,pkci93gMrogZuBj,505.2571429,5152.571429,374.4285714,7169476.429,25.95908213333333,35.5287108,0.3457076533333333,1,21
2020-05-15 08:30:00,4135001,pkci93gMrogZuBj,507.6625,5177.625,508.5,7169610.5,26.430782066666666,40.3180586,0.4053485726666666,0,22
2020-05-15 08:45:00,4135001,pkci93gMrogZuBj,394.9285714,4021.714286,614.2857143,7169716.286,26.8318298,39.08195373333332,0.3124267953333332,1,21
2020-05-15 09:00:00,4135001,pkci93gMrogZuBj,802.55,8200.0,771.0,7169873.0,27.6209698,45.0092326,0.6231526486666666,22,0
2020-05-15 09:15:00,4135001,pkci93gMrogZuBj,588.5142857,6005.428571,956.7142857,7170058.714,27.988362071428572,46.6177065,0.3448840357142857,1,21
2020-05-15 09:30:00,4135001,pkci93gMrogZuBj,364.2142857,3706.142857,1061.857143,7170163.857,27.516727866666667,39.136326,0.2492484,2,20
2020-05-15 09:45:00,4135001,pkci93gMrogZuBj,704.3875,7194.75,1180.375,7170282.375,27.450107666666668,40.93057693333333,0.5412059773333334,5,17
2020-05-15 10:00:00,4135001,pkci93gMrogZuBj,922.8,9441.428571,1411.571429,7170513.571,28.632191866666663,52.5477356,0.670675372,20,2
2020-05-15 10:15:00,4135001,pkci93gMrogZuBj,600.675,6130.125,1580.125,7170682.125,28.768912733333337,47.633738,0.5722834766666666,5,17
2020-05-15 10:30:00,4135001,pkci93gMrogZuBj,741.6857143,7577.428571,1765.571429,7170867.571,29.35144260000001,49.249723266666656,0.4551483833333333,1,21
2020-05-15 10:45:00,4135001,pkci93gMrogZuBj,608.1125,6211.875,1936.75,7171038.75,28.854707866666665,44.048325600000005,0.3619616539999999,2,20
2020-05-15 11:00:00,4135001,pkci93gMrogZuBj,987.3714286,10114.57143,2115.857143,7171217.857,29.410819333333336,47.68545339999999,0.6365608813333332,20,2
2020-05-15 11:15:00,4135001,pkci93gMrogZuBj,754.05,7711.375,2341.75,7171443.75,30.21606228571428,50.006988571428565,0.5857872135714286,3,19
2020-05-15 11:30:00,4135001,pkci93gMrogZuBj,757.5714286,7745.0,2539.142857,7171641.143,30.2870728,49.8413636,0.5570693833333333,2,20
2020-05-15 11:45:00,4135001,pkci93gMrogZuBj,585.3125,5973.5,2703.0,7171805.0,30.811049333333333,47.8363832,0.4679868693333333,3,19
2020-05-15 12:00:00,4135001,pkci93gMrogZuBj,600.1857143,6126.142857,2847.0,7171949.0,31.305375066666663,49.183583533333326,0.5149625866666667,3,19
2020-05-15 12:15:00,4135001,pkci93gMrogZuBj,893.175,9142.75,3031.5,7172133.5,31.50729773333333,49.84449266666666,0.7878660286666666,20,2
2020-05-15 12:30:00,4135001,pkci93gMrogZuBj,832.2142857,8509.571429,3257.428571,7172359.429,32.147684733333335,52.35325513333333,0.6492476293333334,20,2
2020-05-15 12:45:00,4135001,pkci93gMrogZuBj,974.525,9971.125,3474.5,7172576.5,32.39142040000001,50.631239933333326,0.761243312,21,1
2020-05-15 13:00:00,4135001,pkci93gMrogZuBj,503.1285714,5131.857143,3674.142857,7172776.143,32.622796071428574,49.610767714285714,0.4160351014285714,3,19
2020-05-15 13:15:00,4135001,pkci93gMrogZuBj,674.6714286,6888.571429,3812.0,7172914.0,32.49706446666666,47.01116133333333,0.489243946,1,21
2020-05-15 13:30:00,4135001,pkci93gMrogZuBj,780.325,7972.125,3991.125,7173093.125,32.52462140000001,46.66986293333333,0.574561224,2,20
2020-05-15 13:45:00,4135001,pkci93gMrogZuBj,750.8714286,7670.142857,4184.0,7173286.0,32.67847086666667,47.516884133333335,0.560985624,4,18
2020-05-15 14:00:00,4135001,pkci93gMrogZuBj,980.5125,10028.625,4400.5,7173502.5,33.763185400000005,49.80390433333333,0.7350834633333333,20,2
2020-05-15 14:15:00,4135001,pkci93gMrogZuBj,1162.585714,11913.42857,4671.571429,7173773.571,34.13076993333335,55.030613,0.8936614913333333,21,1
2020-05-15 14:30:00,4135001,pkci93gMrogZuBj,706.425,7223.0,4929.75,7174031.75,34.08138426666667,54.51913673333334,0.466788824,4,18
2020-05-15 14:45:00,4135001,pkci93gMrogZuBj,718.5571429,7345.285714,5082.714286,7174184.714,33.69572221428571,47.618194642857134,0.5421384957142857,4,18
2020-05-15 15:00:00,4135001,pkci93gMrogZuBj,490.0625,4994.625,5243.625,7174345.625,33.89057606666666,46.02908119999999,0.3988885433333333,5,17
2020-05-15 15:15:00,4135001,pkci93gMrogZuBj,595.0142857,6073.571429,5389.857143,7174491.857,34.043744000000004,44.28609193333333,0.4472921486666666,2,20
2020-05-15 15:30:00,4135001,pkci93gMrogZuBj,728.2,7437.875,5545.375,7174647.375,34.40285233333333,46.7442812,0.5651963973333332,1,21
2020-05-15 15:45:00,4135001,pkci93gMrogZuBj,495.1285714,5051.142857,5698.714286,7174800.714,34.430942666666674,43.9206158,0.3462306933333333,0,22
2020-05-15 16:00:00,4135001,pkci93gMrogZuBj,497.65,5073.25,5833.0,7174935.0,34.38115033333334,43.332853333333325,0.3581823699999999,2,20
2020-05-15 16:15:00,4135001,pkci93gMrogZuBj,468.6428571,4776.714286,5943.428571,7175045.429,34.12625693333333,41.007431933333336,0.3288961193333332,4,18
2020-05-15 16:30:00,4135001,pkci93gMrogZuBj,482.7285714,4922.714286,6060.285714,7175162.286,34.35660993333333,41.28059066666666,0.344954196,2,20
2020-05-15 16:45:00,4135001,pkci93gMrogZuBj,364.2875,3706.625,6165.75,7175267.75,33.86159653333333,39.419075933333325,0.260346758,2,20
2020-05-15 17:00:00,4135001,pkci93gMrogZuBj,227.0285714,2315.428571,6240.285714,7175342.286,33.443313571428575,36.82670364285714,0.1668127414285714,2,20
2020-05-15 17:15:00,4135001,pkci93gMrogZuBj,233.5125,2381.25,6298.875,7175400.875,33.30025473333334,35.852207400000005,0.1738986373333333,3,19
2020-05-15 17:30:00,4135001,pkci93gMrogZuBj,117.5,1205.5,6337.5,7175439.5,33.03212220000001,34.3384004,0.08716189,1,21
2020-05-15 17:45:00,4135001,pkci93gMrogZuBj,50.1875,518.625,6359.25,7175461.25,32.311871133333334,31.54853933333333,0.0384030336,1,21
2020-05-15 18:00:00,4135001,pkci93gMrogZuBj,29.32857143,303.7142857,6369.857143,7175471.857,31.13241364285714,30.225331,0.0225449364285714,3,19
2020-05-15 18:15:00,4135001,pkci93gMrogZuBj,9.7625,101.375,6374.5,7175476.5,29.243110933333337,28.6825074,0.00914994484,4,18
2020-05-15 18:30:00,4135001,pkci93gMrogZuBj,4.88125,50.6875,6375.0,7175477.0,28.495518,27.285992266666668,0.001841024544,2,20
