feature,x,ale
DC_CLEAN,0.0,0.06732215837970713
DC_CLEAN,7.266666666666664,0.06732215837970713
DC_CLEAN,31.7,0.06732215837970713
DC_CLEAN,63.113333333333344,0.06732215837970713
DC_CLEAN,100.76666666666668,0.06732215837970713
DC_CLEAN,143.60000000000002,0.06732215837970713
DC_CLEAN,185.57333333333327,0.06732215837970713
DC_CLEAN,229.06666666666672,0.06732215837970713
DC_CLEAN,258.94666666666666,0.06732215837970713
DC_CLEAN,305.58666666666664,0.06732215837970713
DC_CLEAN,371.12666666666667,0.06732215837970713
DC_CLEAN,409.3266666666667,0.06732215837970713
DC_CLEAN,462.04666666666657,0.023843897510141918
DC_CLEAN,496.73333333333335,0.023843897510141918
DC_CLEAN,556.3866666666667,0.023843897510141918
DC_CLEAN,603.9266666666665,0.023843897510141918
DC_CLEAN,643.7357142857143,-0.01782276915652474
DC_CLEAN,689.36,-0.01782276915652474
DC_CLEAN,748.0933333333332,-0.0594894358231914
DC_CLEAN,831.75,-0.47615610248985807
DC_CLEAN,976.56,-0.5961561024898581
DC_CLEAN,1102.0466666666664,-0.5961561024898581
DC_CLEAN,1306.7866666666666,-0.5961561024898581
IRRADIATION_CLEAN,0.0,0.02764488983395919
IRRADIATION_CLEAN,0.0047783350833333,0.02764488983395919
IRRADIATION_CLEAN,0.0212704814827586,0.02764488983395919
IRRADIATION_CLEAN,0.0457077810666666,0.02764488983395919
IRRADIATION_CLEAN,0.0667724374666666,0.02764488983395919
IRRADIATION_CLEAN,0.1020111090333333,0.02764488983395919
IRRADIATION_CLEAN,0.1322503906666666,0.02764488983395919
IRRADIATION_CLEAN,0.165160775,0.02764488983395919
IRRADIATION_CLEAN,0.195051521,0.02764488983395919
IRRADIATION_CLEAN,0.2399335173333333,0.02764488983395919
IRRADIATION_CLEAN,0.2933428420689654,0.02764488983395919
IRRADIATION_CLEAN,0.3308074673333333,0.02764488983395919
IRRADIATION_CLEAN,0.3563217239999999,0.02764488983395919
IRRADIATION_CLEAN,0.3834108376666666,0.02764488983395919
IRRADIATION_CLEAN,0.4119583196551724,0.02764488983395919
IRRADIATION_CLEAN,0.4470176755172414,0.02764488983395919
IRRADIATION_CLEAN,0.4868788256666666,0.02764488983395919
IRRADIATION_CLEAN,0.5270469972413792,-0.05931163190517125
IRRADIATION_CLEAN,0.5855762653333334,-0.14264496523850456
IRRADIATION_CLEAN,0.6698914724137933,-0.18431163190517122
IRRADIATION_CLEAN,0.7684594155172412,-0.22431163190517123
IRRADIATION_CLEAN,0.8372840246666668,-0.22431163190517123
IRRADIATION_CLEAN,0.9929877596666667,-0.22431163190517123
AC/IRRA,0.0,-0.2926454369706605
AC/IRRA,244.54875273918597,-0.29045725316322063
AC/IRRA,479.17852180874763,-0.20350073142409023
AC/IRRA,1077.0812278966425,0.1714992685759098
AC/IRRA,1170.691933136644,0.21316593524257643
AC/IRRA,1234.687685163708,0.21316593524257643
AC/IRRA,1309.6509486604182,0.21316593524257643
AC/IRRA,1338.4608735828022,0.21316593524257643
AC/IRRA,1373.7403507552779,0.25483260190924306
AC/IRRA,1399.5112867315804,0.25483260190924306
AC/IRRA,1417.311233147568,0.25483260190924306
AC/IRRA,1433.7319267396333,0.25483260190924306
AC/IRRA,1455.4633996008458,0.25483260190924306
AC/IRRA,1469.7302905254558,0.2964992685759097
AC/IRRA,1483.6587506681258,0.2964992685759097
AC/IRRA,1498.6254228835805,0.3364992685759097
AC/IRRA,1516.4749616414022,0.3364992685759097
AC/IRRA,1539.3971670334136,0.3364992685759097
AC/IRRA,1557.1129760424935,0.37816593524257636
AC/IRRA,1576.0161798624022,0.419832601909243
AC/IRRA,1612.8003509934726,0.419832601909243
AC/IRRA,1697.3680301056588,0.419832601909243
AC/IRRA,3490.5862507115917,0.669832601909243
