feature,x,ale
AC_CLEAN,0.0,0.08624869927159208
AC_CLEAN,6.4,0.08624869927159208
AC_CLEAN,30.79333333333333,0.08624869927159208
AC_CLEAN,58.12666666666666,0.08624869927159208
AC_CLEAN,86.61,0.08624869927159208
AC_CLEAN,116.26666666666668,0.08624869927159208
AC_CLEAN,168.78666666666666,0.08624869927159208
AC_CLEAN,202.7333333333333,0.08624869927159208
AC_CLEAN,239.90000000000003,0.08624869927159208
AC_CLEAN,286.51333333333326,0.044582032604925416
AC_CLEAN,351.48,0.044582032604925416
AC_CLEAN,397.27714285714285,0.044582032604925416
AC_CLEAN,446.05,0.044582032604925416
AC_CLEAN,487.04666666666657,0.044582032604925416
AC_CLEAN,531.0466666666667,0.044582032604925416
AC_CLEAN,583.35,0.044582032604925416
AC_CLEAN,631.7071428571428,0.0029153659382587516
AC_CLEAN,670.5666666666666,0.0029153659382587516
AC_CLEAN,740.6533333333333,-0.24708463406174125
AC_CLEAN,824.7571428571428,-0.5804179673950746
AC_CLEAN,941.5133333333332,-0.7004179673950746
AC_CLEAN,1075.7599999999998,-0.7004179673950746
AC_CLEAN,1356.6928571428568,-0.7004179673950746
DC_CLEAN,0.0,0.009451959764134581
DC_CLEAN,6.631111111111112,0.009451959764134581
DC_CLEAN,31.86,0.009451959764134581
DC_CLEAN,59.99333333333334,0.009451959764134581
DC_CLEAN,88.81466666666665,0.009451959764134581
DC_CLEAN,119.26,0.009451959764134581
DC_CLEAN,172.5133333333333,0.009451959764134581
DC_CLEAN,206.86666666666665,0.009451959764134581
DC_CLEAN,244.5642857142857,0.009451959764134581
DC_CLEAN,291.80000000000007,0.009451959764134581
DC_CLEAN,357.79999999999995,0.009451959764134581
DC_CLEAN,406.7209523809523,0.009451959764134581
DC_CLEAN,454.5571428571429,0.009451959764134581
DC_CLEAN,496.6000000000001,0.009451959764134581
DC_CLEAN,541.7466666666666,0.009451959764134581
DC_CLEAN,595.5,0.009451959764134581
DC_CLEAN,645.3214285714284,0.009451959764134581
DC_CLEAN,685.1384615384616,0.009451959764134581
DC_CLEAN,756.5266666666665,-0.07388137356919874
DC_CLEAN,842.8142857142858,-0.07388137356919874
DC_CLEAN,963.86,-0.07388137356919874
DC_CLEAN,1102.1066666666668,-0.07388137356919874
DC_CLEAN,1391.4999999999998,-0.07388137356919874
DAILY_YIELD_CLEAN,0.0,0.0
DAILY_YIELD_CLEAN,107.8,0.0
DAILY_YIELD_CLEAN,523.6000000000001,0.0
DAILY_YIELD_CLEAN,918.7333333333332,0.0
DAILY_YIELD_CLEAN,1210.3333333333337,0.0
DAILY_YIELD_CLEAN,1890.2,0.0
DAILY_YIELD_CLEAN,2330.4,0.0
DAILY_YIELD_CLEAN,2493.8666666666663,0.0
DAILY_YIELD_CLEAN,2618.0,0.0
DAILY_YIELD_CLEAN,3114.2,0.0
DAILY_YIELD_CLEAN,3790.399999999999,0.0
DAILY_YIELD_CLEAN,3883.357142857143,0.0
DAILY_YIELD_CLEAN,3968.6,0.0
DAILY_YIELD_CLEAN,3997.000000000001,0.0
DAILY_YIELD_CLEAN,4236.533333333334,0.0
DAILY_YIELD_CLEAN,4297.0,0.0
DAILY_YIELD_CLEAN,4760.2666666666655,0.0
DAILY_YIELD_CLEAN,4764.0,0.0
DAILY_YIELD_CLEAN,5269.2666666666655,0.0
DAILY_YIELD_CLEAN,5536.2,0.0
DAILY_YIELD_CLEAN,6239.666666666667,0.0
DAILY_YIELD_CLEAN,6263.599999999999,0.0
DAILY_YIELD_CLEAN,6274.733333333334,0.0
DAILY_YIELD_CLEAN,6296.142857142857,0.0
DAILY_YIELD_CLEAN,6837.133333333333,0.0
DAILY_YIELD_CLEAN,8064.066666666666,0.0
DAILY_YIELD_CLEAN,9071.0,0.0
DAILY_YIELD_CLEAN,9162.071428571424,0.0
TOTAL_YIELD_CLEAN,111691041.0,0.0
TOTAL_YIELD_CLEAN,111694608.92857143,0.0
TOTAL_YIELD_CLEAN,111700112.0,0.0
TOTAL_YIELD_CLEAN,111700208.0,0.0
TOTAL_YIELD_CLEAN,111704083.4,0.0
TOTAL_YIELD_CLEAN,111708223.59999998,0.0
TOTAL_YIELD_CLEAN,111708275.0,0.0
TOTAL_YIELD_CLEAN,111709387.0,0.0
TOTAL_YIELD_CLEAN,111710884.4,0.0
TOTAL_YIELD_CLEAN,111710893.0,0.0
TOTAL_YIELD_CLEAN,111712728.73333332,0.0
TOTAL_YIELD_CLEAN,111714718.8,0.0
TOTAL_YIELD_CLEAN,111714777.0,0.0
TOTAL_YIELD_CLEAN,111716439.73333332,0.0
TOTAL_YIELD_CLEAN,111719481.92857143,0.0
TOTAL_YIELD_CLEAN,111719541.0,0.0
TOTAL_YIELD_CLEAN,111721061.0,0.0
TOTAL_YIELD_CLEAN,111723437.66666669,0.0
TOTAL_YIELD_CLEAN,111723515.0,0.0
TOTAL_YIELD_CLEAN,111726491.86666667,0.0
TOTAL_YIELD_CLEAN,111729749.66666669,0.0
TOTAL_YIELD_CLEAN,111729852.0,0.0
TOTAL_YIELD_CLEAN,111732931.46666668,0.0
TOTAL_YIELD_CLEAN,111736047.33333331,0.0
TOTAL_YIELD_CLEAN,111736146.0,0.0
TOTAL_YIELD_CLEAN,111738861.71428572,0.0
TOTAL_YIELD_CLEAN,111741675.53333332,0.0
TOTAL_YIELD_CLEAN,111741726.0,0.0
TOTAL_YIELD_CLEAN,111743322.86666664,0.0
TOTAL_YIELD_CLEAN,111745924.66666666,0.0
TOTAL_YIELD_CLEAN,111745965.0,0.0
AMBIENT_TEMPERATURE,22.19928706896552,-0.07846951394230045
AMBIENT_TEMPERATURE,22.6381885,-0.07846951394230045
AMBIENT_TEMPERATURE,22.937554866666662,-0.07846951394230045
AMBIENT_TEMPERATURE,23.10134286206896,-0.07846951394230045
AMBIENT_TEMPERATURE,23.228767833333336,-0.07846951394230045
AMBIENT_TEMPERATURE,23.547951689655168,-0.07846951394230045
AMBIENT_TEMPERATURE,23.772527966666665,-0.07846951394230045
AMBIENT_TEMPERATURE,23.96164786206897,-0.07846951394230045
AMBIENT_TEMPERATURE,24.02117934482759,-0.07846951394230045
AMBIENT_TEMPERATURE,24.0774854,-0.07846951394230045
