feature,x,ale
AC_CLEAN,0.0,0.02765959372030946
AC_CLEAN,5.94,0.02765959372030946
AC_CLEAN,24.846666666666668,0.02765959372030946
AC_CLEAN,49.16666666666667,0.02765959372030946
AC_CLEAN,72.84,0.02765959372030946
AC_CLEAN,101.27142857142856,-0.01234040627969054
AC_CLEAN,138.94666666666663,-0.01234040627969054
AC_CLEAN,162.24,-0.01234040627969054
AC_CLEAN,195.71,-0.01234040627969054
AC_CLEAN,226.1713333333334,-0.01234040627969054
AC_CLEAN,249.82666666666665,-0.01234040627969054
AC_CLEAN,289.12666666666667,-0.01234040627969054
AC_CLEAN,317.00444444444446,-0.01234040627969054
AC_CLEAN,352.06,-0.01234040627969054
AC_CLEAN,391.77333333333326,-0.01234040627969054
AC_CLEAN,421.72,-0.01234040627969054
AC_CLEAN,457.7933333333333,-0.01234040627969054
AC_CLEAN,487.95333333333326,-0.05581866714925576
AC_CLEAN,528.6933333333334,-0.05581866714925576
AC_CLEAN,562.5357142857142,-0.05581866714925576
AC_CLEAN,626.7291666666666,-0.05581866714925576
AC_CLEAN,693.2666666666667,-0.09748533381592242
AC_CLEAN,1034.3133333333333,-0.30581866714925576
DC_CLEAN,0.0,0.030261050536126318
DC_CLEAN,6.18,0.030261050536126318
DC_CLEAN,25.726666666666667,0.030261050536126318
DC_CLEAN,50.833333333333336,0.030261050536126318
DC_CLEAN,75.08666666666667,0.030261050536126318
DC_CLEAN,104.2,-0.009738949463873683
DC_CLEAN,142.16,-0.009738949463873683
DC_CLEAN,165.52666666666667,-0.009738949463873683
DC_CLEAN,199.67444444444448,-0.009738949463873683
DC_CLEAN,231.3026666666666,-0.009738949463873683
DC_CLEAN,254.74,-0.009738949463873683
DC_CLEAN,294.72,-0.009738949463873683
DC_CLEAN,323.42,-0.009738949463873683
DC_CLEAN,359.2533333333333,-0.009738949463873683
DC_CLEAN,399.32,-0.009738949463873683
DC_CLEAN,429.60666666666674,-0.009738949463873683
DC_CLEAN,466.68666666666667,-0.009738949463873683
DC_CLEAN,497.58,-0.0532172103334389
