feature,x,ale
DC_CLEAN,0.0,0.0215227193895248
DC_CLEAN,6.69,0.0215227193895248
DC_CLEAN,28.81333333333333,0.0215227193895248
DC_CLEAN,61.68461538461538,0.0215227193895248
DC_CLEAN,94.36666666666667,0.0215227193895248
DC_CLEAN,126.3142857142857,0.0215227193895248
DC_CLEAN,174.13333333333333,0.0215227193895248
DC_CLEAN,201.3857142857144,0.0215227193895248
DC_CLEAN,240.7333333333333,0.0215227193895248
DC_CLEAN,263.56444444444446,0.0215227193895248
DC_CLEAN,304.25079365079364,0.0215227193895248
DC_CLEAN,357.25589743589734,0.0215227193895248
DC_CLEAN,391.62087912087907,0.0215227193895248
DC_CLEAN,449.92,0.0215227193895248
DC_CLEAN,487.3466666666666,0.0215227193895248
DC_CLEAN,534.9733333333332,0.0215227193895248
DC_CLEAN,581.7466666666667,0.0215227193895248
DC_CLEAN,618.5866666666667,0.0215227193895248
DC_CLEAN,703.8400000000001,0.0215227193895248
DC_CLEAN,782.4399999999998,-0.06181061394380853
DC_CLEAN,896.1866666666666,-0.2618106139438085
DC_CLEAN,1115.3066666666668,-0.3034772806104752
DC_CLEAN,1346.4466666666665,-0.3034772806104752
IRRADIATION_CLEAN,0.0,0.09451959764134583
IRRADIATION_CLEAN,0.0047783350833333,0.09451959764134583
IRRADIATION_CLEAN,0.0212704814827586,0.09451959764134583
IRRADIATION_CLEAN,0.0457077810666666,0.09451959764134583
IRRADIATION_CLEAN,0.0667724374666666,0.09451959764134583
IRRADIATION_CLEAN,0.1020111090333333,0.09451959764134583
IRRADIATION_CLEAN,0.1322503906666666,0.09451959764134583
IRRADIATION_CLEAN,0.165160775,0.09451959764134583
IRRADIATION_CLEAN,0.195051521,0.09451959764134583
IRRADIATION_CLEAN,0.2399335173333333,0.09451959764134583
IRRADIATION_CLEAN,0.2933428420689654,0.09451959764134583
IRRADIATION_CLEAN,0.3308074673333333,0.09451959764134583
IRRADIATION_CLEAN,0.3563217239999999,0.09451959764134583
IRRADIATION_CLEAN,0.3834108376666666,0.09451959764134583
IRRADIATION_CLEAN,0.4119583196551724,0.09451959764134583
IRRADIATION_CLEAN,0.4470176755172414,0.09451959764134583
IRRADIATION_CLEAN,0.4868788256666666,0.09451959764134583
IRRADIATION_CLEAN,0.5270469972413792,0.09451959764134583
IRRADIATION_CLEAN,0.5855762653333334,-0.7388137356919875
IRRADIATION_CLEAN,0.6698914724137933,-0.7388137356919875
IRRADIATION_CLEAN,0.7684594155172412,-0.7388137356919875
IRRADIATION_CLEAN,0.8372840246666668,-0.7388137356919875
IRRADIATION_CLEAN,0.9929877596666667,-0.7388137356919875
AC/IRRA,0.0,-0.22120473842163196
AC/IRRA,141.24303560067506,-0.22120473842163196
AC/IRRA,336.62344719870646,-0.13424821668250153
AC/IRRA,488.59740953526256,-0.050914883349168216
AC/IRRA,844.218495779487,0.11575178331749841
AC/IRRA,1132.6332994554791,0.2357517833174984
AC/IRRA,1239.774044559125,0.2357517833174984
AC/IRRA,1287.2304733704927,0.2357517833174984
AC/IRRA,1332.8664490691433,0.2357517833174984
AC/IRRA,1364.4953400304585,0.2357517833174984
AC/IRRA,1404.8864671352424,0.2357517833174984
AC/IRRA,1427.5217851024013,0.2357517833174984
AC/IRRA,1442.1033904731328,0.2357517833174984
AC/IRRA,1466.8221788012447,0.2357517833174984
AC/IRRA,1485.9730785962065,0.2357517833174984
AC/IRRA,1498.434212263614,0.2357517833174984
AC/IRRA,1516.7569762681637,0.2357517833174984
AC/IRRA,1532.17396170987,0.2357517833174984
AC/IRRA,1549.9044368365523,0.2774184499841651
AC/IRRA,1570.8907859952867,0.2774184499841651
AC/IRRA,1606.6265160995285,0.2774184499841651
AC/IRRA,1643.8122535620637,0.2774184499841651
AC/IRRA,3005.8440890718716,0.40241844998416504
