DATE_TIME,IRRADIATION_CLEAN,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,DAILY_YIELD_CLEAN,DC_CLEAN,AC_CLEAN
2020-06-17 00:00:00,0.0,24.1493894,23.853162633333334,0.0,0.0,0.0
2020-06-17 00:15:00,0.0,24.140737482758617,23.967333448275856,0.0,0.0,0.0
2020-06-17 00:30:00,0.0,24.0548566,23.8616436,0.0,0.0,0.0
2020-06-17 00:45:00,0.0,24.007380241379312,23.76092113793104,0.0,0.0,0.0
2020-06-17 01:00:00,0.0,23.982121,23.71447866666666,0.0,0.0,0.0
2020-06-17 01:15:00,0.0,24.055678,23.78518358620689,0.0,0.0,0.0
2020-06-17 01:30:00,0.0,24.11391813333333,23.751051766666663,0.0,0.0,0.0
2020-06-17 01:45:00,0.0,24.11729596551724,23.703195551724136,0.0,0.0,0.0
2020-06-17 02:00:00,0.0,24.049432666666668,23.611703566666662,0.0,0.0,0.0
2020-06-17 02:15:00,0.0,24.0073791724138,23.67943513793103,0.0,0.0,0.0
2020-06-17 02:30:00,0.0,24.043565133333328,23.62761323333333,0.0,0.0,0.0
2020-06-17 02:45:00,0.0,24.148901233333337,23.6136373,0.0,0.0,0.0
2020-06-17 03:00:00,0.0,24.040288517241372,23.441451448275867,0.0,0.0,0.0
2020-06-17 03:15:00,0.0,22.96370943333333,22.606509366666664,0.0,0.0,0.0
2020-06-17 03:30:00,0.0,22.60268613793104,22.24742313793104,0.0,0.0,0.0
2020-06-17 03:45:00,0.0,22.7471992,22.305839133333333,0.0,0.0,0.0
2020-06-17 04:00:00,0.0,22.8073485,22.3772238,0.0,0.0,0.0
2020-06-17 04:15:00,0.0,22.948314724137933,22.22376027586207,0.0,0.0,0.0
2020-06-17 04:30:00,0.0,22.971486333333328,22.078924633333333,0.0,0.0,0.0
2020-06-17 04:45:00,0.0,22.75740386206896,21.963833655172408,0.0,0.0,0.0
2020-06-17 05:00:00,0.0,22.7138253,21.9248749,0.0,0.0,0.0
2020-06-17 05:15:00,0.0,22.699171,21.97272155172413,0.0,0.0,0.0
2020-06-17 05:30:00,0.0,22.6257516,22.01064356666667,0.0,0.0,0.0
2020-06-17 05:45:00,0.0,22.5515857,21.9083763,0.0,0.0,0.0
2020-06-17 06:00:00,0.0038972908827586,22.577129517241385,21.965800413793104,,1.5,1.4428571428571428
2020-06-17 06:15:00,0.0173870453666666,22.6252512,22.165983133333327,2.2666666666666666,24.593333333333334,23.73333333333333
2020-06-17 06:30:00,0.0365596514827586,22.74754265517241,22.557784551724144,12.666666666666666,57.28,55.44
2020-06-17 06:45:00,0.0382369183,22.9437256,22.734243766666665,27.13333333333333,62.553333333333335,60.580000000000005
2020-06-17 07:00:00,0.0411929848275862,23.04807344827586,22.764368586206903,43.2,65.32666666666668,63.26
2020-06-17 07:15:00,0.0483592085333333,23.177676766666664,23.225179099999995,59.71428571428572,78.2642857142857,75.92142857142859
2020-06-17 07:30:00,0.0634568153793103,23.356808379310348,23.9482885862069,81.06666666666666,103.03333333333332,100.12
2020-06-17 07:45:00,0.0816382889666666,23.559034033333337,24.327505466666665,110.33333333333331,134.0533333333333,130.5
2020-06-17 08:00:00,0.1145608286551724,23.68637617241379,24.56949586206897,150.2,190.42,186.66
2020-06-17 08:15:00,0.117114516275862,23.927684896551728,25.617205310344826,197.57142857142856,190.57142857142856,186.78571428571428
2020-06-17 08:30:00,0.1322503906666666,23.909512133333337,25.18560986666667,243.0,214.36666666666667,210.14666666666665
2020-06-17 08:45:00,0.1701928875862069,24.104574413793102,25.48009506896552,308.8666666666667,282.95333333333326,277.6533333333333
2020-06-17 09:00:00,0.1183198545,23.981644766666665,24.9001047,367.4,196.3,192.4466666666667
2020-06-17 09:15:00,0.120616978,24.04044548275862,24.95021010344828,416.26666666666654,203.6266666666667,199.6133333333333
2020-06-17 09:30:00,0.220836565,24.28143616666665,25.8621012,477.00000000000006,359.91428571428565,353.2642857142857
2020-06-17 09:45:00,0.3745028272413792,24.92831110344828,28.395366862068965,597.4666666666668,605.1133333333332,592.9133333333334
2020-06-17 10:00:00,0.3563217239999999,25.643934066666663,31.385303866666668,749.7333333333332,596.8066666666667,584.8000000000001
2020-06-17 10:15:00,0.299062996,26.053684466666667,32.553692600000005,887.7999999999998,492.0799999999999,482.65333333333336
2020-06-17 10:30:00,0.288015658275862,26.16922927586207,32.285136206896546,999.7142857142856,473.6357142857142,464.6285714285714
2020-06-17 10:45:00,0.309599092,26.079586766666672,31.061916133333327,1118.4666666666667,525.6399999999999,515.2466666666667
2020-06-17 11:00:00,0.3145844658620689,26.185345793103448,31.186229793103447,1255.2,539.2666666666668,528.5800000000002
2020-06-17 11:15:00,0.2107782023333333,26.31244396666667,31.6446106,1372.1999999999998,367.45333333333326,360.68
2020-06-17 11:30:00,0.401902425862069,26.714392275862068,33.68988655172414,1487.5333333333335,671.6266666666667,657.7533333333333
2020-06-17 11:45:00,0.4954889353333333,27.664736866666665,38.98331386666667,1674.9285714285716,831.8642857142858,814.1142857142858
2020-06-17 12:00:00,0.3403715472413793,27.60099303448276,37.102779068965525,1845.4,584.7333333333333,572.9866666666666
2020-06-17 12:15:00,0.5203204733333333,27.8761057,37.319988066666674,2011.2000000000005,839.0533333333332,820.6466666666665
2020-06-17 12:30:00,0.4708963844827586,28.204097413793104,37.502085620689655,2220.6,762.1066666666666,746.12
2020-06-17 12:45:00,0.5136595323333331,28.534304866666663,38.70709236666667,2408.928571428572,803.7214285714286,786.6785714285716
2020-06-17 13:00:00,0.5109659972413793,28.73062768965517,39.987019448275866,2600.2000000000003,796.3266666666667,779.46
2020-06-17 13:15:00,0.451581596,28.46972356666667,37.286170466666654,2791.266666666667,729.3133333333332,714.1333333333332
2020-06-17 13:30:00,0.4276434196551723,27.945867103448272,32.80133382758622,2961.5333333333333,692.1266666666666,677.84
2020-06-17 13:45:00,0.5789413146666667,28.731198133333336,40.46031016666667,2961.5333333333333,58.60666666666666,57.34
2020-06-17 14:00:00,0.480736164137931,29.044235827586206,42.32625593103449,2961.5333333333333,355.8428571428572,348.46428571428567
2020-06-17 14:15:00,0.3930144640000001,28.609255933333337,37.97944833333332,3228.0,616.7599999999999,604.2800000000001
2020-06-17 14:30:00,0.3096930779310345,27.349096793103453,29.94526520689656,3369.666666666667,511.2533333333333,501.18
2020-06-17 14:45:00,0.3273643233333334,26.842360433333333,28.24684536666668,3497.9333333333334,539.6333333333333,528.92
2020-06-17 15:00:00,0.3634486806896551,27.22757479310345,29.34751727586207,3637.400000000001,587.3000000000001,575.5133333333333
2020-06-17 15:15:00,0.3843007586666666,27.930431033333328,33.72836829999999,3786.857142857143,627.1928571428572,614.4714285714288
2020-06-17 15:30:00,0.2370183289655172,27.7001744137931,32.386005275862075,3907.2666666666655,388.71333333333337,381.9733333333334
2020-06-17 15:45:00,0.21363942,27.581203200000004,31.601485266666675,3997.933333333333,342.00000000000006,336.22666666666663
2020-06-17 16:00:00,0.1966100234482758,27.63258606896552,32.10411975862068,4079.533333333333,310.8066666666667,305.25333333333333
2020-06-17 16:15:00,0.1917219463333333,27.648377366666665,31.85970353333333,4155.066666666668,304.3466666666667,298.8533333333334
2020-06-17 16:30:00,0.1817658131034482,27.624499172413795,31.73461813793104,4228.071428571428,283.3,278.06428571428575
2020-06-17 16:45:00,0.1193903119666666,27.45880556666667,30.69353546666667,4286.333333333333,193.5666666666667,189.63333333333333
2020-06-17 17:00:00,0.0319532306666666,26.498535,27.3130768,4315.533333333333,54.10000000000001,52.39333333333334
2020-06-17 17:15:00,0.0858852560344827,25.779441068965514,25.30390968965517,4337.133333333334,138.73333333333335,135.33333333333334
2020-06-17 17:30:00,0.0894936300454545,26.14305522727273,27.15584081818181,4368.900000000001,139.16,135.83999999999995
2020-06-17 17:45:00,0.0654795855517241,26.0916641724138,27.23565668965518,4400.2,100.94000000000004,98.06666666666666
2020-06-17 18:00:00,0.0415141276666666,25.686603700000003,26.540474400000004,4420.533333333334,61.42,59.48
2020-06-17 18:15:00,0.0221499413103448,25.23544313793104,25.65623,4431.333333333333,32.306666666666665,31.206666666666663
2020-06-17 18:30:00,0.0133931878633333,24.582471766666668,24.78652539999999,4437.6,20.34,19.633333333333336
2020-06-17 18:45:00,0.0026350049782758,23.965923344827583,23.28397562068965,4440.928571428572,3.6,3.471428571428572
2020-06-17 19:00:00,0.0,23.547951689655168,22.59979141379311,4440.928571428572,0.0,0.0
2020-06-17 19:15:00,0.0,23.4725741,22.464955766666662,4440.928571428572,0.0,0.0
2020-06-17 19:30:00,0.0,23.49732753333333,22.438098333333336,4440.928571428572,0.0,0.0
2020-06-17 19:45:00,0.0,23.602745413793105,22.41876624137932,4440.928571428572,0.0,0.0
2020-06-17 20:00:00,0.0,23.6651278,22.367719466666667,4440.928571428572,0.0,0.0
2020-06-17 20:15:00,0.0,23.601208965517245,22.2459434137931,4440.928571428572,0.0,0.0
2020-06-17 20:30:00,0.0,23.687547066666664,22.3776551,4440.928571428572,0.0,0.0
2020-06-17 20:45:00,0.0,23.75045548275863,22.825295310344828,4440.928571428572,0.0,0.0
2020-06-17 21:00:00,0.0,23.75244113333333,23.187267066666667,4440.928571428572,0.0,0.0
