DATE_TIME,SOURCE_KEY,AC_CLEAN,DC_CLEAN,DAILY_YIELD_CLEAN,TOTAL_YIELD_CLEAN,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION_CLEAN,NUM_OPT,NUM_SUBOPT
2020-05-15 00:00:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,27.004763700000005,25.0607889,0.0,0,22
2020-05-15 00:15:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.880811433333328,24.421868833333328,0.0,2,20
2020-05-15 00:30:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.682055344827592,24.427290310344823,0.0,3,19
2020-05-15 00:45:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.500588900000004,24.4206776,0.0,4,18
2020-05-15 01:00:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.596148,25.088210413793107,0.0,2,20
2020-05-15 01:15:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.512740033333333,25.31796966666667,0.0,1,21
2020-05-15 01:30:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.494338966666664,25.217192533333336,0.0,2,20
2020-05-15 01:45:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.420410206896552,25.065062310344832,0.0,2,20
2020-05-15 02:00:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.401946133333333,24.691469366666656,0.0,2,20
2020-05-15 02:15:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.226078206896556,24.55948079310345,0.0,4,18
2020-05-15 02:30:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.2603992,24.482406633333337,0.0,2,20
2020-05-15 02:45:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.2978261,24.4886982,0.0,5,17
2020-05-15 03:00:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.328249103448275,24.50628962068966,0.0,1,21
2020-05-15 03:15:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.15870973333333,24.595197433333333,0.0,1,21
2020-05-15 03:30:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.078499333333333,24.801314366666663,0.0,3,19
2020-05-15 03:45:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,26.00130396551724,24.60781744827586,0.0,6,16
2020-05-15 04:00:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,25.6972106,24.626179,0.0,1,21
2020-05-15 04:15:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,25.6277024137931,24.773145068965515,0.0,2,20
2020-05-15 04:30:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,25.482045785714284,24.796690750000003,0.0,3,19
2020-05-15 04:45:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,25.23093168965517,24.43690427586207,0.0,4,18
2020-05-15 05:00:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,25.1175986,24.104579633333337,0.0,5,17
2020-05-15 05:15:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,25.0918621,23.897232,0.0,1,21
2020-05-15 05:30:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,24.916967827586213,23.83947131034483,0.0,1,21
2020-05-15 05:45:00,4UPUqMRk7TRMgml,0.0,0.0,0.0,2429011.0,24.741273799999995,23.7866618,0.0,2,20
2020-05-15 06:00:00,4UPUqMRk7TRMgml,14.86,15.406666666666665,0.7999999999999999,2429011.8000000003,24.74278656666667,24.07722983333333,0.0129619781466666,4,18
2020-05-15 06:15:00,4UPUqMRk7TRMgml,26.493333333333336,27.433333333333334,6.133333333333333,2429017.1333333333,24.76391089655172,24.356189448275863,0.0210376687241379,0,22
2020-05-15 06:30:00,4UPUqMRk7TRMgml,57.02857142857143,58.885714285714286,15.714285714285714,2429026.714285714,24.7863229,24.548886100000004,0.042435399,1,21
2020-05-15 06:45:00,4UPUqMRk7TRMgml,154.48666666666668,158.01333333333335,39.46666666666666,2429050.466666667,25.04824510344827,25.746662,0.1034958783448276,2,20
2020-05-15 07:00:00,4UPUqMRk7TRMgml,308.34000000000003,313.83333333333326,98.53333333333336,2429109.5333333337,25.6732025,28.67470703333333,0.1994504836666666,2,20
2020-05-15 07:15:00,4UPUqMRk7TRMgml,386.72,393.56,185.8666666666667,2429196.8666666667,26.076818,30.72550493103449,0.317665025862069,1,21
2020-05-15 07:30:00,4UPUqMRk7TRMgml,464.88666666666666,473.86666666666673,293.4666666666667,2429304.466666667,26.424239066666665,32.206803566666665,0.3829133633333333,2,20
2020-05-15 07:45:00,4UPUqMRk7TRMgml,552.8285714285713,564.0857142857143,419.6428571428572,2429430.642857143,27.12028751724138,34.59156220689654,0.4482866631034482,2,20
2020-05-15 08:00:00,4UPUqMRk7TRMgml,569.4066666666665,581.0533333333332,554.0,2429565.0,27.678970266666667,35.705856366666666,0.4550275753333332,1,21
2020-05-15 08:15:00,4UPUqMRk7TRMgml,650.5400000000002,664.14,709.1333333333334,2429720.133333333,27.953492333333333,36.78689773333334,0.509315263,3,19
2020-05-15 08:30:00,4UPUqMRk7TRMgml,741.2266666666667,757.0866666666667,884.4000000000002,2429895.4,28.526214655172414,38.617749482758605,0.5709116793103447,3,19
2020-05-15 08:45:00,4UPUqMRk7TRMgml,822.7533333333334,840.7533333333333,1080.8666666666668,2430091.8666666667,29.319021466666655,40.738035900000014,0.6253999813333333,20,2
2020-05-15 09:00:00,4UPUqMRk7TRMgml,864.72,883.8266666666667,1291.0,2430302.0,29.572043620689648,41.47150403448277,0.6542055951724136,21,1
2020-05-15 09:15:00,4UPUqMRk7TRMgml,930.214285714286,951.1,1513.2857142857142,2430524.285714285,30.09140723333333,43.4653736,0.7024373413333334,20,2
2020-05-15 09:30:00,4UPUqMRk7TRMgml,1003.1333333333332,1026.0600000000002,1749.2,2430760.2,30.638658379310343,44.1451964137931,0.7566826427586206,16,6
2020-05-15 09:45:00,4UPUqMRk7TRMgml,1061.9333333333336,1086.5599999999995,2006.9999999999995,2431018.0000000005,31.375120033333328,45.71952399999999,0.799745994,16,6
2020-05-15 10:00:00,4UPUqMRk7TRMgml,71.25333333333333,72.90666666666665,2169.5333333333333,2431180.5333333327,31.89209383333333,46.13117390000001,0.828095938,14,8
2020-05-15 10:15:00,4UPUqMRk7TRMgml,157.5521212121212,161.43333333333334,2171.0,2431182.0,32.43747986206897,47.143508275862075,0.8748338506896551,15,7
2020-05-15 10:30:00,4UPUqMRk7TRMgml,243.85090909090906,249.95999999999998,2171.0,2431182.0,33.07413526666666,48.6802898,0.9080560733333332,13,9
2020-05-15 10:45:00,4UPUqMRk7TRMgml,330.14969696969695,338.4866666666667,2171.0,2431182.0,33.19247010344828,50.249560172413794,0.943352708275862,13,9
2020-05-15 11:00:00,4UPUqMRk7TRMgml,416.4484848484848,427.0133333333333,2171.0,2431182.0,33.46205666666668,51.61099133333334,0.9579001053333333,14,8
2020-05-15 11:15:00,4UPUqMRk7TRMgml,502.7472727272726,515.54,2171.0,2431182.0,34.2517951724138,54.89430189655173,0.9704477541379308,11,11
2020-05-15 11:30:00,4UPUqMRk7TRMgml,589.0460606060606,604.0666666666667,2171.0,2431182.0,34.651454666666666,56.08395293333334,0.987932009,14,8
2020-05-15 11:45:00,4UPUqMRk7TRMgml,675.3448484848484,692.5933333333334,2171.0,2431182.0,35.15152596551724,55.593795275862064,0.9533445175862068,1,21
2020-05-15 12:00:00,4UPUqMRk7TRMgml,761.6436363636362,781.12,2171.0,2431182.0,35.16610503333333,57.4882405,0.9469201943333332,3,19
