DATE_TIME,SOURCE_KEY,AC_CLEAN,DC_CLEAN,DAILY_YIELD_CLEAN,TOTAL_YIELD_CLEAN,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION_CLEAN,NUM_OPT,NUM_SUBOPT
2020-05-15 00:00:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,27.004763700000005,25.0607889,0.0,0,22
2020-05-15 00:15:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.880811433333328,24.421868833333328,0.0,2,20
2020-05-15 00:30:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.682055344827592,24.427290310344823,0.0,3,19
2020-05-15 00:45:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.500588900000004,24.4206776,0.0,4,18
2020-05-15 01:00:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.596148,25.088210413793107,0.0,2,20
2020-05-15 01:15:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.512740033333333,25.31796966666667,0.0,1,21
2020-05-15 01:30:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.494338966666664,25.217192533333336,0.0,2,20
2020-05-15 01:45:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.420410206896552,25.065062310344832,0.0,2,20
2020-05-15 02:00:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.401946133333333,24.691469366666656,0.0,2,20
2020-05-15 02:15:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.226078206896556,24.55948079310345,0.0,4,18
2020-05-15 02:30:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.2603992,24.482406633333337,0.0,2,20
2020-05-15 02:45:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.2978261,24.4886982,0.0,5,17
2020-05-15 03:00:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.328249103448275,24.50628962068966,0.0,1,21
2020-05-15 03:15:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.15870973333333,24.595197433333333,0.0,1,21
2020-05-15 03:30:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.078499333333333,24.801314366666663,0.0,3,19
2020-05-15 03:45:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,26.00130396551724,24.60781744827586,0.0,6,16
2020-05-15 04:00:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,25.6972106,24.626179,0.0,1,21
2020-05-15 04:15:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,25.6277024137931,24.773145068965515,0.0,2,20
2020-05-15 04:30:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,25.482045785714284,24.796690750000003,0.0,3,19
2020-05-15 04:45:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,25.23093168965517,24.43690427586207,0.0,4,18
2020-05-15 05:00:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,25.1175986,24.104579633333337,0.0,5,17
2020-05-15 05:15:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,25.0918621,23.897232,0.0,1,21
2020-05-15 05:30:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,24.916967827586213,23.83947131034483,0.0,1,21
2020-05-15 05:45:00,Et9kgGMDl729KT4,0.0,0.0,0.0,1704250.0,24.741273799999995,23.7866618,0.0,2,20
2020-05-15 06:00:00,Et9kgGMDl729KT4,14.44,14.973333333333334,1.0,1704251.0000000002,24.74278656666667,24.07722983333333,0.0129619781466666,4,18
2020-05-15 06:15:00,Et9kgGMDl729KT4,23.79285714285714,24.642857142857142,5.642857142857143,1704255.642857143,24.76391089655172,24.356189448275863,0.0210376687241379,0,22
2020-05-15 06:30:00,Et9kgGMDl729KT4,50.3,51.98,13.933333333333334,1704263.933333333,24.7863229,24.548886100000004,0.042435399,1,21
2020-05-15 06:45:00,Et9kgGMDl729KT4,138.15333333333334,141.47333333333333,36.26666666666667,1704286.2666666666,25.04824510344827,25.746662,0.1034958783448276,2,20
2020-05-15 07:00:00,Et9kgGMDl729KT4,280.68,285.9,88.26666666666665,1704338.2666666664,25.6732025,28.67470703333333,0.1994504836666666,2,20
2020-05-15 07:15:00,Et9kgGMDl729KT4,355.18,361.3466666666666,168.39999999999998,1704418.4,26.076818,30.72550493103449,0.317665025862069,1,21
2020-05-15 07:30:00,Et9kgGMDl729KT4,423.98,431.7866666666668,268.26666666666654,1704518.2666666666,26.424239066666665,32.206803566666665,0.3829133633333333,2,20
2020-05-15 07:45:00,Et9kgGMDl729KT4,502.25000000000006,512.3214285714286,381.21428571428567,1704631.2142857143,27.12028751724138,34.59156220689654,0.4482866631034482,2,20
2020-05-15 08:00:00,Et9kgGMDl729KT4,515.8266666666667,526.24,503.0,1704752.9999999998,27.678970266666667,35.705856366666666,0.4550275753333332,1,21
2020-05-15 08:15:00,Et9kgGMDl729KT4,590.0266666666668,602.1400000000001,644.8666666666667,1704894.8666666665,27.953492333333333,36.78689773333334,0.509315263,3,19
2020-05-15 08:30:00,Et9kgGMDl729KT4,669.7866666666665,683.8533333333334,802.4666666666667,1705052.4666666668,28.526214655172414,38.617749482758605,0.5709116793103447,3,19
2020-05-15 08:45:00,Et9kgGMDl729KT4,743.7733333333333,759.7066666666667,979.4666666666668,1705229.4666666666,29.319021466666655,40.738035900000014,0.6253999813333333,20,2
2020-05-15 09:00:00,Et9kgGMDl729KT4,781.6,798.48,1174.1333333333332,1705424.1333333333,29.572043620689648,41.47150403448277,0.6542055951724136,21,1
2020-05-15 09:15:00,Et9kgGMDl729KT4,842.8600000000001,861.3733333333331,1378.7999999999995,1705628.7999999998,30.09140723333333,43.4653736,0.7024373413333334,20,2
2020-05-15 09:30:00,Et9kgGMDl729KT4,256.0285714285714,261.72857142857146,1533.7857142857142,1705783.785714286,30.638658379310343,44.1451964137931,0.7566826427586206,16,6
2020-05-15 09:45:00,Et9kgGMDl729KT4,274.50034013605443,280.67605442176875,1541.0,1705791.0,31.375120033333328,45.71952399999999,0.799745994,16,6
2020-05-15 10:00:00,Et9kgGMDl729KT4,292.9721088435374,299.62353741496605,1541.0,1705791.0,31.89209383333333,46.13117390000001,0.828095938,14,8
